c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27303,2180,1291,-340,-41,871,15645,10770,-2993,137,-86,-2,65,-39,0,13543,1264,127,155,13543,1490,1426,1712,1678,0,0,0,0,0,0,0,0,7,43,36,27403,2075,539,128,-176,1296,5147,-1008,668,84,-15,-2,53,-12,0,13500,1271,181,152,1327450,1893,664,-72,-173,885,447,-276,-3,65,26,0,46,-6,0,13585,1300,185,159,13585,1481,1488,1682,1675,0,0,0,0,0,0,0,1,31,35,-18,127,,,,,,,,,,,,,,,,,,,,,
27503,1937,764,86,-15,991,1546,-8394,2194,71,38,-4,48,-5,0,13543,1280,132,155,13543,1500,1499,1643,1691,0,0,0,0,0,0,0,0,17,37,22,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27550,1811,495,-54,-220,1136,6551,-1375,424,82,18,-2,48,-4,0,13543,12927603,2159,1102,-216,29,991,14974,8634,-2444,59,75,-2,49,-4,0,13543,1289,53,155,13543,1523,1398,1723,1661,0,0,0,0,0,0,0,-11,16,70,41,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27650,2278,1086,-61,144,902,8748,-1069,1095,45,84,-4,48,-2,0,13500,1286,21,152,13500,1507,1475,1672,1676,0,0,0,0,0,0,0,-5,17,53,43,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27703,3034,1190,-364,250,985,6063,-2473,-796,-16,93,-2,49,-2,0,13500,1289,12,152,13500,1505,1443,1692,1672,0,0,0,0,0,0,0,-1,7,35,76,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27750,2484,777,-393,-75,989,-162,-4304,-491,34,57,-6,50,-2,0,13500,1295,-17,152,13500,1475,1477,1679,1688,0,0,0,0,0,0,0,-12,36,58,-1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27803,1761,206,364,-315,1053,875,-7600,1339,10,11,-2,32,-1,0,13500,1291,-48,152,13500,1507,1476,1645,1697,0,0,0,0,0,0,0,22,45,-41,-29,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27850,1880,-422,-45,149,1064,-2908,-8577,-1834,-83,-40,-4,16,0,0,13500,1279,-80,152,13500,1492,1438,1676,1704,0,0,0,0,0,0,0,5,15,-3,47,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27903,1286,-793,-203,58,1162,-2603,3507,1278,-126,-72,0,-2,0,0,13500,1276,-36,152,13500,1512,1474,1672,1672,0,0,0,0,0,0,0,12,41,-21,-23,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27950,1794,-116,-156,319,951,-10843,394,-2078,-292,-13,-2,-27,0,0,13543,1274,-76,155,13543,1484,1447,1682,1702,0,0,0,0,0,0,0,-6,0,32,85,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28003,1527,1018,-302,141,964,-16519,-3206,-2505,-335,81,0,-40,-1,0,13585,1261,-116,159,13585,1490,1435,1694,1694,0,0,0,0,0,0,0,-31,0,96,67,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28050,747,1134,-470,392,1253,-25614,-10774,-491,-292,95,4,-45,0,0,13543,1254,-140,155,13543,1467,1491,1656,1705,0,0,0,0,0,0,0,-30,-2,85,54,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28103,-565,-93,178,286,817,-24393,-16694,729,-240,-15,-2,-57,-1,0,13500,1241,-190,152,13500,1476,1495,1633,1716,0,0,0,0,0,0,0,3,-7,-17,49,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28150,-1211,-850,229,-177,752,-14688,-8882,-979,-184,-77,0,-57,0,0,13500,1238,-226,152,13500,1488,1459,1664,1705,0,0,0,0,0,0,0,18,10,-64,-12,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28203,-1326,-273,-255,10,1060,-6998,4911,-4153,-257,-27,-4,-74,0,0,13585,1214,-251,159,13585,1502,1386,1718,1694,0,0,0,0,0,0,0,-23,-2,51,12,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28250,-1163,-235,-230,213,986,-14993,-3328,-64,-306,-20,2,-81,0,0,13585,1204,-291,159,13585,1501,1466,1664,1701,0,0,0,0,0,0,0,-19,-14,38,32,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28303,-2134,-772,2,2,739,-29886,-16817,3598,-253,-70,0,-87,0,0,13628,1192,-267,163,13628,1480,1541,1610,1710,0,0,0,0,0,0,0,-6,-3,-6,-19,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28350,-2269,-409,64,-27,911,-16092,150,668,-210,-35,0,-81,0,0,13628,1179,-316,163,13628,1503,1476,1679,1677,0,0,0,0,0,0,0,-13,-14,10,-4,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28403,-2166,-338,-87,-109,1079,-10172,3568,-1712,-146,-36,-2,-67,-1,0,13841,1164,-320,184,13841,1470,1479,1683,1709,0,0,0,0,0,0,0,-3,-10,-11,-21,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28450,-1555,-103,-33,147,997,-6876,333,607,-126,-16,2,-52,-1,0,13841,1140,-384,184,13841,1527,1462,1677,1689,0,0,0,0,0,0,0,-18,-36,26,40,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28503,-2088,-1256,35,0,861,-5167,-6257,3048,77,-113,0,-20,0,0,14273,1129,-372,224,14273,1529,1520,1642,1713,0,0,0,0,0,0,0,22,-3,-88,-56,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28550,-1082,-141,-77,15,1204,11556,10343,1217,70,-15,-2,-4,0,0,14712,1121,-318,264,14712,1565,1476,1712,1683,0,0,0,0,0,0,0,-24,-31,44,25,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28603,-168,465,167,-23,1063,10030,5704,-1467,-2,37,-2,-3,0,0,14756,1104,-262,267,14756,1529,1478,1707,1723,0,0,0,0,0,0,0,-8,-23,6,13,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28650,82,358,355,-130,1171,-2664,-8027,-186,-17,27,-4,-2,0,0,14800,1082,-248,271,14800,1515,1511,1684,1732,0,0,0,0,0,0,0,-2,-11,-14,-19,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28703,406,633,-444,326,1021,10396,6254,-3421,76,48,-4,22,-1,0,14844,1084,-252,2728750,400,966,-205,308,1209,21260,10343,-2505,244,77,-4,55,-1,0,14889,1075,-203,280,14889,1538,1456,1736,1712,0,0,0,0,0,0,0,-30,-24,67,24,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28803,500,893,-225,95,12728850,1843,1127,-270,82,1327,23153,5949,-1528,191,91,-2,70,-1,0,14889,1045,-182,280,14889,1552,1454,1732,1703,0,0,0,0,0,0,0,-29,-29,58,63,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28903,2931,1299,-81,11,1142,7955,-2107,1522,-11,106,-2,48,-1,0,14933,1050,-121,284,14933,1534,1523,1689,1715,0,0,0,0,0,0,0,-29,-28,58,77,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28950,3123,1110,-119,250,1003,-1138,150,-308,-66,86,-4,41,-2,0,14100,1030,-152,208,14100,1531,1495,1711,1713,0,0,0,0,0,0,0,-15,-21,21,62,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29003,2559,721,48,56,1060,3255,1493,-918,-94,56,-2,25,-1,0,13670,1043,-83,168,13670,1516,1431,1680,1700,0,0,0,0,0,0,0,9,-1,-44,8,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29050,1916,733,132,-95,950,-4556,-2901,-979,-111,64,0,11,0,0,13628,1038,-60,163,13628,1491,1458,1668,1709,0,0,0,0,0,0,0,1,8,-25,-22,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29103,1466,576,-112,241,876,-16458,-10042,3598,-103,39,-4,4,-2,0,13585,1040,-100,159,13585,1489,1525,1632,1693,0,0,0,0,0,0,0,-22,-17,37,38,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150,464,155,188,-215,854,-10599,1981,119,-23,-35,-2,3,-9,0,13628,1031,-104,163,13628,1465,1496,1662,1700,0,0,0,0,0,0,0,21,19,-78,-66,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29203,1066,206,-53,67,1279,-4495,8268,-3787,-72,-58,-2,4,-15,0,13585,1049,-23,159,13585,1469,1429,1703,1704,0,0,0,0,0,0,0,-1,-20,-9,37,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250,1379,1046,-110,319,436,-5411,-2168,1400,-47,-16,-2,14,-21,0,13543,1032,-56,155,13543,1515,1465,1655,1693,0,0,0,0,0,0,0,-36,-59,85,137,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29303,733,530,292,-186,1057,-9012,-3633,2987,12,-65,-4,15,-22,0,13543,1029,-91,155,13543,1494,1511,1642,1687,0,0,0,0,0,0,0,0,-18,-13,18,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29350,602,514,205,-244,1391,4171,8451,851,90,-66,0,28,-22,0,13543,1011,-98,155,13543,1523,1455,1685,1667,0,0,0,0,0,0,0,4,-11,-20,0,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29403,1046,1329,-39,58,897,8565,9183,-552,83,4,0,34,-22,0,13543,1020,-105,155,13543,1513,1444,1689,1679,0,0,0,0,0,0,0,-4,-9,14,0,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29450,1515,1477,142,217,586,6734,5216,2194,140,13,0,54,-23,0,13585,1013,-161,159,13585,1514,1488,1669,1667,0,0,0,0,0,0,0,1,-36,1,80,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29503,1517,1582,-137,120,975,14241,6437,973,213,-12,-4,69,-30,0,13628,1008,-135,163,13628,1515,1462,1684,1665,0,0,0,0,0,0,0,0,-4,9,0,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29550,1727,1651,-209,32,1025,16378,3934,2743,316,-58,0,93,-40,0,13585,974,-200,159,13585,1518,1495,1652,1675,0,0,0,0,0,0,0,-5,2,29,-7,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603,2229,1658,-106,284,971,24862,8878,-552,301,-71,0,99,-43,0,13670,955,-258,168,13670,1520,1446,1682,1686,0,0,0,0,0,0,0,8,-3,-3,25,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29650,2752,1604,-83,336,632,18270,4850,1583,255,-72,2,99,-42,0,13756,959,-280,175,13756,1519,1489,1668,1677,0,0,0,0,0,0,0,-7,-19,43,80,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29703,2984,1427,-174,155,1279,13570,6132,1278,158,-88,0,83,-42,0,14491,963,-233,244,14491,1521,1501,1677,1686,0,0,0,0,0,0,0,8,9,3,15,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29750,3175,1492,-190,165,1115,9176,7413,729,-8,29,2,53,-20,0,14978,955,-238,287,14978,1552,1511,1709,1694,0,0,0,0,0,0,0,1,0,27,49,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29803,2727,1330,160,-68,877,997,639,4086,-18,42,0,43,-14,0,14978,932,-245,287,14978,1555,1555,1668,1697,0,0,0,0,0,0,0,23,26,-26,-14,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29850,2512,2030,39,-159,1161,325,28,2255,-79,138,-2,27,-7,0,14978,922,-193,287,14978,1555,1529,1711,1675,0,0,0,0,0,0,0,-7,26,57,-13,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29903,2779,2687,44,14,1167,6856,4423,-2566,-162,217,-2,16,-3,0,14933,922,-158,284,14933,1565,1440,1743,1693,0,0,0,0,0,0,0,-11,8,68,39,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29950,2109,1455,146,-65,916,-8890,-12239,2377,-103,113,-4,16,-2,0,14978,906,-124,287,14978,1536,1548,1668,1717,0,0,0,0,0,0,0,37,24,-70,-8,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,1383,541,132,-28,1198,-4251,-2412,729,-82,33,0,7,-2,0,15022,885,-96,291,15022,1554,1512,1706,1697,0,0,0,0,0,0,0,13,22,-15,-12,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30050,1264,496,600,-276,1168,-8768,-4671,668,-71,29,-2,7,-2,0,14978,900,-53,287,14978,1545,1518,1702,1701,0,0,0,0,0,0,0,24,17,-46,-4,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103,1261,1191,-147,-9,1086,-3214,4484,546,-75,93,-2,6,-2,0,14933,918,-33,284,14933,1566,1494,1725,1678,0,0,0,0,0,0,0,-10,4,48,26,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30150,1383,1202,142,-97,880,-7669,-6074,2621,-85,97,0,6,-1,0,14978,907,-63,287,14978,1524,1568,1669,1710,0,0,0,0,0,0,0,14,17,-17,-8,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203,1116,190,390,26,930,-4495,-154,-2810,-38,9,0,11,-1,0,14933,895,-48,284,14933,1520,1491,1718,1720,0,0,0,0,0,0,0,38,11,-87,1,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30250,917,172,104,-92,957,-5289,-6685,119,97,4,0,35,-2,0,15022,896,-60,291,15022,1519,1541,1688,1721,0,0,0,0,0,0,0,12,14,-20,-9,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30303,1298,712,165,36,685,10396,3385,1705,200,55,0,62,-1,0,14933,877,-5,284,14933,1570,1512,1708,1682,0,0,0,0,0,0,0,2,0,5,33,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30350,1566,914,160,29,928,16134,-3145,3536,233,72,2,74,-1,0,14933,894,-8,284,14933,1589,1518,1677,1689,0,0,0,0,0,0,0,10,11,-13,9,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403,1901,1111,-69,-159,928,16011,1859,-2505,200,93,0,73,0,0,14978,924,43,287,14978,1546,1473,1739,1695,0,0,0,0,0,0,0,-9,22,41,-7,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30450,2432,1072,-66,43,707,9725,-4609,1889,157,86,0,74,-1,0,13798,915,135,179,13798,1524,1499,1667,1670,0,0,0,0,0,0,0,-13,3,51,53,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503,2272,253,414,-201,1188,8748,-4487,119,168,15,-2,73,-1,0,13713,909,145,172,13713,1514,1476,1673,1682,0,0,0,0,0,0,0,21,27,-50,-4,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30550,2756,307,223,44,768,10701,1859,1889,52,23,0,58,0,0,13670,935,115,168,13670,1547,1468,1688,1641,0,0,0,0,0,0,0,14,13,-35,37,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30603,2600,126,44,-301,1369,2523,-1008,2072,-31,7,2,39,0,0,13585,928,162,159,13585,1527,1492,1658,1664,0,0,0,0,0,0,0,9,31,-23,-7,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30650,2210,441,-287,39,713,-8096,-8333,2865,-74,31,-2,23,-1,0,13543,921,81,155,13543,1520,1507,1646,1666,0,0,0,0,0,0,0,-26,11,70,42,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30703,676,-180,302,-299,1169,-40,6925,1583,-34,-19,-2,4,0,0,13543,933,104,155,13543,1541,1465,1688,1638,0,0,0,0,0,0,0,12,50,-34,-72,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30750,762,139,-47,141,478,-5472,639,4696,-45,5,-2,4,-1,0,13628,927,94,163,13628,1544,1515,1647,1646,0,0,0,0,0,0,0,-12,1,32,53,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803,568,176,-4,-74,1073,-3031,-2778,4086,-39,11,-2,2,0,0,13585,918,62,159,13585,1543,1506,1645,1652,0,0,0,0,0,0,0,1,18,-6,3,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30850,1271,724,-360,187,798,-8341,-2962,3720,-100,56,-2,2,-1,0,13585,907,-13,159,13585,1541,1505,1660,1640,0,0,0,0,0,0,0,-30,-22,80,109,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903,672,352,475,-353,913,-1138,3995,-613,-51,27,-2,1,0,0,13585,915,-28,159,13585,1523,1457,1692,1655,0,0,0,0,0,0,0,21,29,-57,-38,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,411,268,51,-8,928,-6632,-1008,1828,-35,19,0,0,0,0,13628,922,-6,163,13628,1529,1497,1665,1655,0,0,0,0,0,0,0,6,18,-18,-14,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003,145,239,-240,-216,1061,-4495,-1130,3170,-16,20,0,0,0,0,13670,921,-25,168,13670,1537,1512,1661,1644,0,0,0,0,0,0,0,-17,20,45,-23,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31050,-93,-97,-347,-100,1072,1180,4728,363,1,-4,-2,-1,0,0,13628,913,-31,163,13628,1534,1470,1691,1644,0,0,0,0,0,0,0,-4,21,11,-29,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31103,64,-157,245,143,975,-2969,4850,1766,-12,-10,-4,-1,0,0,13713,924,-58,172,13713,1522,1504,1672,1648,0,0,0,0,0,0,0,17,7,-42,8,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31150,546,565,400,-115,911,3072,9550,607,-54,42,-2,-1,-1,0,13756,922,-117,175,13756,1546,1469,1699,1637,0,0,0,0,0,0,0,7,0,-8,25,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31203,648,1009,-451,233,785,-6632,-4976,2743,-101,77,-2,-9,-2,0,13798,921,-59,179,13798,1528,1525,1649,1665,0,0,0,0,0,0,0,-17,-4,58,37,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31250,866,1191,166,-259,1107,-7486,-1008,57,-183,93,-2,-21,-2,0,13884,922,-88,188,13884,1533,1483,1693,1653,0,0,0,0,0,0,0,-11,-7,40,40,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31303,387,655,-117,219,785,-13406,-215,-125,-138,57,-12,-20,0,0,13970,907,-115,195,13970,1497,1510,1687,1670,0,0,0,0,0,0,0,3,-3,-1,20,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31350,-536,541,77,-350,1263,-7852,-337,-125,-57,43,0,-20,0,0,14448,880,-143,240,14448,1529,1519,1698,1673,0,0,0,0,0,0,0,0,16,7,-42,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31403,-558,-140,-2,471,905,-6693,-2962,1156,-45,-15,-2,-18,0,0,14800,884,-124,271,14800,1548,1535,1687,1686,0,0,0,0,0,0,0,13,-16,-34,38,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31450,-551,-151,302,-8,1017,-1505,5399,-247,-18,-16,-2,-13,0,0,14933,888,-101,284,14933,1543,1529,1714,1681,0,0,0,0,0,0,0,7,-12,-19,26,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31503,-41,495,-80,74,930,-4129,-3389,2194,-3,36,-2,-1,-1,0,14933,883,-106,284,14933,1548,1558,1678,1688,0,0,0,0,0,0,0,-16,-20,47,44,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31550,-46,188,30,86,909,2767,1981,-308,-2,9,-2,-1,-1,0,14889,873,-77,280,14889,1563,1504,1714,1677,0,0,0,0,0,0,0,6,-6,-15,8,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31603,529,907,-309,-28,1155,-1566,-6624,2987,-53,79,-4,-1,0,0,14889,866,-55,280,14889,1569,1544,1674,1681,0,0,0,0,0,0,0,-27,-23,77,54,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31650,431,329,-22,-266,1485,-3824,-4854,973,-6,21,-2,6,-1,0,14978,877,42,287,14978,1541,1547,1686,1690,0,0,0,0,0,0,0,0,-2,3,1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
